Heart Rate,altitude,cadence,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,power,speed,timestamp
134,81.0,46,301.0,81.0,1.0,134,0,32259,150,1.0,2021-07-20 21:16:21
142,80.0,47,302.0,80.0,1.0,142,0,32366,150,1.0,2021-07-20 21:16:22
150,79.0,48,303.0,79.0,1.0,150,0,32473,150,1.0,2021-07-20 21:16:23
158,78.0,49,304.0,78.0,1.0,158,0,32581,150,1.0,2021-07-20 21:16:24
166,77.0,50,305.0,77.0,1.0,166,0,32688,150,1.0,2021-07-20 21:16:25
173,76.0,51,306.0,76.0,1.0,173,0,32795,150,1.0,2021-07-20 21:16:26
181,75.0,52,307.0,75.0,1.0,181,0,32902,150,1.0,2021-07-20 21:16:27
188,74.0,53,308.0,74.0,1.0,188,0,33009,150,1.0,2021-07-20 21:16:28
195,73.0,54,309.0,73.0,1.0,195,0,33116,150,1.0,2021-07-20 21:16:29
201,72.0,55,310.0,72.0,1.0,201,0,33224,150,1.0,2021-07-20 21:16:30
207,71.0,56,311.0,71.0,1.0,207,0,33331,150,1.0,2021-07-20 21:16:31
213,70.0,57,312.0,70.0,1.0,213,0,33438,150,1.0,2021-07-20 21:16:32
219,69.0,58,313.0,69.0,1.0,219,0,33545,150,1.0,2021-07-20 21:16:33
224,68.0,59,314.0,68.0,1.0,224,0,33652,150,1.0,2021-07-20 21:16:34
229,67.0,60,315.0,67.0,1.0,229,0,33759,150,1.0,2021-07-20 21:16:35
234,66.0,61,316.0,66.0,1.0,234,0,33867,150,1.0,2021-07-20 21:16:36
238,65.0,62,317.0,65.0,1.0,238,0,33974,150,1.0,2021-07-20 21:16:37
241,64.0,63,318.0,64.0,1.0,241,0,34081,150,1.0,2021-07-20 21:16:38
245,63.0,64,319.0,63.0,1.0,245,0,34188,150,1.0,2021-07-20 21:16:39
247,62.0,65,320.0,62.0,1.0,247,0,34295,150,1.0,2021-07-20 21:16:40
250,61.0,66,321.0,61.0,1.0,250,0,34403,150,1.0,2021-07-20 21:16:41
251,60.0,67,322.0,60.0,1.0,251,0,34510,150,1.0,2021-07-20 21:16:42
252,59.0,68,323.0,59.0,1.0,252,0,34617,150,1.0,2021-07-20 21:16:43
253,58.0,69,324.0,58.0,1.0,253,0,34724,150,1.0,2021-07-20 21:16:44
254,57.0,70,325.0,57.0,1.0,254,0,34831,150,1.0,2021-07-20 21:16:45
253,56.0,71,326.0,56.0,1.0,253,0,34938,150,1.0,2021-07-20 21:16:46
252,55.0,72,327.0,55.0,1.0,252,0,35046,150,1.0,2021-07-20 21:16:47
251,54.0,73,328.0,54.0,1.0,251,0,35153,150,1.0,2021-07-20 21:16:48
250,53.0,74,329.0,53.0,1.0,250,0,35260,150,1.0,2021-07-20 21:16:49
247,52.0,75,330.0,52.0,1.0,247,0,35367,150,1.0,2021-07-20 21:16:50
245,51.0,76,331.0,51.0,1.0,245,0,35474,150,1.0,2021-07-20 21:16:51
241,50.0,77,332.0,50.0,1.0,241,0,35581,150,1.0,2021-07-20 21:16:52
238,49.0,78,333.0,49.0,1.0,238,0,35689,150,1.0,2021-07-20 21:16:53
234,48.0,79,334.0,48.0,1.0,234,0,35796,150,1.0,2021-07-20 21:16:54
229,47.0,80,335.0,47.0,1.0,229,0,35903,150,1.0,2021-07-20 21:16:55
224,46.0,81,336.0,46.0,1.0,224,0,36010,150,1.0,2021-07-20 21:16:56
219,45.0,82,337.0,45.0,1.0,219,0,36117,150,1.0,2021-07-20 21:16:57
213,44.0,83,338.0,44.0,1.0,213,0,36224,150,1.0,2021-07-20 21:16:58
207,43.0,84,339.0,43.0,1.0,207,0,36332,150,1.0,2021-07-20 21:16:59
201,42.0,85,340.0,42.0,1.0,201,0,36439,150,1.0,2021-07-20 21:17:00
195,41.0,86,341.0,41.0,1.0,195,0,36546,150,1.0,2021-07-20 21:17:01
188,40.0,87,342.0,40.0,1.0,188,0,36653,150,1.0,2021-07-20 21:17:02
181,39.0,88,343.0,39.0,1.0,181,0,36760,150,1.0,2021-07-20 21:17:03
173,38.0,89,344.0,38.0,1.0,173,0,36868,150,1.0,2021-07-20 21:17:04
166,37.0,90,345.0,37.0,1.0,166,0,36975,150,1.0,2021-07-20 21:17:05
158,36.0,91,346.0,36.0,1.0,158,0,37082,150,1.0,2021-07-20 21:17:06
150,35.0,92,347.0,35.0,1.0,150,0,37189,150,1.0,2021-07-20 21:17:07
142,34.0,93,348.0,34.0,1.0,142,0,37296,150,1.0,2021-07-20 21:17:08
134,33.0,94,349.0,33.0,1.0,134,0,37403,150,1.0,2021-07-20 21:17:09
127,32.0,95,350.0,32.0,1.0,127,0,37511,150,1.0,2021-07-20 21:17:10
119,31.0,96,351.0,31.0,1.0,119,0,37618,150,1.0,2021-07-20 21:17:11
111,30.0,97,352.0,30.0,1.0,111,0,37725,150,1.0,2021-07-20 21:17:12
103,29.0,98,353.0,29.0,1.0,103,0,37832,150,1.0,2021-07-20 21:17:13
95,28.0,99,354.0,28.0,1.0,95,0,37939,150,1.0,2021-07-20 21:17:14
87,27.0,100,355.0,27.0,1.0,87,0,38046,150,1.0,2021-07-20 21:17:15
80,26.0,101,356.0,26.0,1.0,80,0,38154,150,1.0,2021-07-20 21:17:16
72,25.0,102,357.0,25.0,1.0,72,0,38261,150,1.0,2021-07-20 21:17:17
65,24.0,103,358.0,24.0,1.0,65,0,38368,150,1.0,2021-07-20 21:17:18
58,23.0,104,359.0,23.0,1.0,58,0,38475,150,1.0,2021-07-20 21:17:19
52,22.0,105,360.0,22.0,1.0,52,0,38582,150,1.0,2021-07-20 21:17:20
46,21.0,106,361.0,21.0,1.0,46,0,38689,150,1.0,2021-07-20 21:17:21
40,20.0,107,362.0,20.0,1.0,40,0,38797,150,1.0,2021-07-20 21:17:22
34,19.0,108,363.0,19.0,1.0,34,0,38904,150,1.0,2021-07-20 21:17:23
29,18.0,109,364.0,18.0,1.0,29,0,39011,150,1.0,2021-07-20 21:17:24
24,17.0,110,365.0,17.0,1.0,24,0,39118,150,1.0,2021-07-20 21:17:25
19,16.0,111,366.0,16.0,1.0,19,0,39225,150,1.0,2021-07-20 21:17:26
15,15.0,112,367.0,15.0,1.0,15,0,39332,150,1.0,2021-07-20 21:17:27
12,14.0,113,368.0,14.0,1.0,12,0,39440,150,1.0,2021-07-20 21:17:28
8,13.0,114,369.0,13.0,1.0,8,0,39547,150,1.0,2021-07-20 21:17:29
6,12.0,115,370.0,12.0,1.0,6,0,39654,150,1.0,2021-07-20 21:17:30
3,11.0,116,371.0,11.0,1.0,3,0,39761,150,1.0,2021-07-20 21:17:31
2,10.0,117,372.0,10.0,1.0,2,0,39868,150,1.0,2021-07-20 21:17:32
1,9.0,118,373.0,9.0,1.0,1,0,39976,150,1.0,2021-07-20 21:17:33
0,8.0,119,374.0,8.0,1.0,0,0,40083,150,1.0,2021-07-20 21:17:34
0,7.0,120,375.0,7.0,1.0,0,0,40190,150,1.0,2021-07-20 21:17:35
0,6.0,121,376.0,6.0,1.0,0,0,40297,150,1.0,2021-07-20 21:17:36
1,5.0,122,377.0,5.0,1.0,1,0,40404,150,1.0,2021-07-20 21:17:37
2,4.0,123,378.0,4.0,1.0,2,0,40511,150,1.0,2021-07-20 21:17:38
3,3.0,124,379.0,3.0,1.0,3,0,40619,150,1.0,2021-07-20 21:17:39
6,2.0,125,380.0,2.0,1.0,6,0,40726,150,1.0,2021-07-20 21:17:40
8,1.0,126,381.0,1.0,1.0,8,0,40833,150,1.0,2021-07-20 21:17:41
12,0.0,127,382.0,0.0,1.0,12,0,40940,250,1.0,2021-07-20 21:17:42
15,1.0,128,383.0,1.0,1.0,15,0,41047,250,1.0,2021-07-20 21:17:43
19,2.0,129,384.0,2.0,1.0,19,0,41154,250,1.0,2021-07-20 21:17:44
24,3.0,130,385.0,3.0,1.0,24,0,41262,250,1.0,2021-07-20 21:17:45
29,4.0,131,386.0,4.0,1.0,29,0,41369,250,1.0,2021-07-20 21:17:46
34,5.0,132,387.0,5.0,1.0,34,0,41476,250,1.0,2021-07-20 21:17:47
40,6.0,133,388.0,6.0,1.0,40,0,41583,250,1.0,2021-07-20 21:17:48
46,7.0,134,389.0,7.0,1.0,46,0,41690,250,1.0,2021-07-20 21:17:49
52,8.0,135,390.0,8.0,1.0,52,0,41797,250,1.0,2021-07-20 21:17:50
58,9.0,136,391.0,9.0,1.0,58,0,41905,250,1.0,2021-07-20 21:17:51
65,10.0,137,392.0,10.0,1.0,65,0,42012,250,1.0,2021-07-20 21:17:52
72,11.0,138,393.0,11.0,1.0,72,0,42119,250,1.0,2021-07-20 21:17:53
80,12.0,139,394.0,12.0,1.0,80,0,42226,250,1.0,2021-07-20 21:17:54
87,13.0,140,395.0,13.0,1.0,87,0,42333,250,1.0,2021-07-20 21:17:55
95,14.0,141,396.0,14.0,1.0,95,0,42441,250,1.0,2021-07-20 21:17:56
103,15.0,142,397.0,15.0,1.0,103,0,42548,250,1.0,2021-07-20 21:17:57
111,16.0,143,398.0,16.0,1.0,111,0,42655,250,1.0,2021-07-20 21:17:58
119,17.0,144,399.0,17.0,1.0,119,0,42762,250,1.0,2021-07-20 21:17:59
126,18.0,145,400.0,18.0,1.0,126,0,42869,250,1.0,2021-07-20 21:18:00
134,19.0,146,401.0,19.0,1.0,134,0,42976,250,1.0,2021-07-20 21:18:01
142,20.0,147,402.0,20.0,1.0,142,0,43084,250,1.0,2021-07-20 21:18:02
150,21.0,148,403.0,21.0,1.0,150,0,43191,250,1.0,2021-07-20 21:18:03
158,22.0,149,404.0,22.0,1.0,158,0,43298,250,1.0,2021-07-20 21:18:04
166,23.0,150,405.0,23.0,1.0,166,0,43405,250,1.0,2021-07-20 21:18:05
173,24.0,151,406.0,24.0,1.0,173,0,43512,250,1.0,2021-07-20 21:18:06
181,25.0,152,407.0,25.0,1.0,181,0,43619,250,1.0,2021-07-20 21:18:07
188,26.0,153,408.0,26.0,1.0,188,0,43727,250,1.0,2021-07-20 21:18:08
195,27.0,154,409.0,27.0,1.0,195,0,43834,250,1.0,2021-07-20 21:18:09
201,28.0,155,410.0,28.0,1.0,201,0,43941,250,1.0,2021-07-20 21:18:10
207,29.0,156,411.0,29.0,1.0,207,0,44048,250,1.0,2021-07-20 21:18:11
213,30.0,157,412.0,30.0,1.0,213,0,44155,250,1.0,2021-07-20 21:18:12
219,31.0,158,413.0,31.0,1.0,219,0,44262,250,1.0,2021-07-20 21:18:13
224,32.0,159,414.0,32.0,1.0,224,0,44370,250,1.0,2021-07-20 21:18:14
229,33.0,160,415.0,33.0,1.0,229,0,44477,250,1.0,2021-07-20 21:18:15
234,34.0,161,416.0,34.0,1.0,234,0,44584,250,1.0,2021-07-20 21:18:16
238,35.0,162,417.0,35.0,1.0,238,0,44691,250,1.0,2021-07-20 21:18:17
241,36.0,163,418.0,36.0,1.0,241,0,44798,250,1.0,2021-07-20 21:18:18
245,37.0,164,419.0,37.0,1.0,245,0,44905,250,1.0,2021-07-20 21:18:19
247,38.0,165,420.0,38.0,1.0,247,0,45013,250,1.0,2021-07-20 21:18:20
250,39.0,166,421.0,39.0,1.0,250,0,45120,250,1.0,2021-07-20 21:18:21
251,40.0,167,422.0,40.0,1.0,251,0,45227,250,1.0,2021-07-20 21:18:22
252,41.0,168,423.0,41.0,1.0,252,0,45334,250,1.0,2021-07-20 21:18:23
253,42.0,169,424.0,42.0,1.0,253,0,45441,250,1.0,2021-07-20 21:18:24
254,43.0,170,425.0,43.0,1.0,254,0,45549,250,1.0,2021-07-20 21:18:25
253,44.0,171,426.0,44.0,1.0,253,0,45656,250,1.0,2021-07-20 21:18:26
252,45.0,172,427.0,45.0,1.0,252,0,45763,250,1.0,2021-07-20 21:18:27
251,46.0,173,428.0,46.0,1.0,251,0,45870,250,1.0,2021-07-20 21:18:28
250,47.0,174,429.0,47.0,1.0,250,0,45977,250,1.0,2021-07-20 21:18:29
247,48.0,175,430.0,48.0,1.0,247,0,46084,250,1.0,2021-07-20 21:18:30
245,49.0,176,431.0,49.0,1.0,245,0,46192,250,1.0,2021-07-20 21:18:31
241,50.0,177,432.0,50.0,1.0,241,0,46299,250,1.0,2021-07-20 21:18:32
238,51.0,178,433.0,51.0,1.0,238,0,46406,250,1.0,2021-07-20 21:18:33
234,52.0,179,434.0,52.0,1.0,234,0,46513,250,1.0,2021-07-20 21:18:34
229,53.0,180,435.0,53.0,1.0,229,0,46620,250,1.0,2021-07-20 21:18:35
224,54.0,181,436.0,54.0,1.0,224,0,46727,250,1.0,2021-07-20 21:18:36
219,55.0,182,437.0,55.0,1.0,219,0,46835,250,1.0,2021-07-20 21:18:37
213,56.0,183,438.0,56.0,1.0,213,0,46942,250,1.0,2021-07-20 21:18:38
207,57.0,184,439.0,57.0,1.0,207,0,47049,250,1.0,2021-07-20 21:18:39
201,58.0,185,440.0,58.0,1.0,201,0,47156,250,1.0,2021-07-20 21:18:40
195,59.0,186,441.0,59.0,1.0,195,0,47263,250,1.0,2021-07-20 21:18:41
188,60.0,187,442.0,60.0,1.0,188,0,47370,250,1.0,2021-07-20 21:18:42
181,61.0,188,443.0,61.0,1.0,181,0,47478,250,1.0,2021-07-20 21:18:43
173,62.0,189,444.0,62.0,1.0,173,0,47585,250,1.0,2021-07-20 21:18:44
166,63.0,190,445.0,63.0,1.0,166,0,47692,250,1.0,2021-07-20 21:18:45
158,64.0,191,446.0,64.0,1.0,158,0,47799,250,1.0,2021-07-20 21:18:46
150,65.0,192,447.0,65.0,1.0,150,0,47906,250,1.0,2021-07-20 21:18:47
142,66.0,193,448.0,66.0,1.0,142,0,48014,250,1.0,2021-07-20 21:18:48
134,67.0,194,449.0,67.0,1.0,134,0,48121,250,1.0,2021-07-20 21:18:49
127,68.0,195,450.0,68.0,1.0,127,0,48228,250,1.0,2021-07-20 21:18:50
119,69.0,196,451.0,69.0,1.0,119,0,48335,250,1.0,2021-07-20 21:18:51
111,70.0,197,452.0,70.0,1.0,111,0,48442,250,1.0,2021-07-20 21:18:52
103,71.0,198,453.0,71.0,1.0,103,0,48549,250,1.0,2021-07-20 21:18:53
95,72.0,199,454.0,72.0,1.0,95,0,48657,250,1.0,2021-07-20 21:18:54
87,73.0,200,455.0,73.0,1.0,87,0,48764,250,1.0,2021-07-20 21:18:55
80,74.0,201,456.0,74.0,1.0,80,0,48871,250,1.0,2021-07-20 21:18:56
72,75.0,202,457.0,75.0,1.0,72,0,48978,250,1.0,2021-07-20 21:18:57
65,76.0,203,458.0,76.0,1.0,65,0,49085,250,1.0,2021-07-20 21:18:58
58,77.0,204,459.0,77.0,1.0,58,0,49192,250,1.0,2021-07-20 21:18:59
52,78.0,205,460.0,78.0,1.0,52,0,49300,250,1.0,2021-07-20 21:19:00
46,79.0,206,461.0,79.0,1.0,46,0,49407,250,1.0,2021-07-20 21:19:01
40,80.0,207,462.0,80.0,1.0,40,0,49514,250,1.0,2021-07-20 21:19:02
34,81.0,208,463.0,81.0,1.0,34,0,49621,250,1.0,2021-07-20 21:19:03
29,82.0,209,464.0,82.0,1.0,29,0,49728,250,1.0,2021-07-20 21:19:04
24,83.0,210,465.0,83.0,1.0,24,0,49835,250,1.0,2021-07-20 21:19:05
19,84.0,211,466.0,84.0,1.0,19,0,49943,250,1.0,2021-07-20 21:19:06
15,85.0,212,467.0,85.0,1.0,15,0,50050,250,1.0,2021-07-20 21:19:07
12,86.0,213,468.0,86.0,1.0,12,0,50157,250,1.0,2021-07-20 21:19:08
8,87.0,214,469.0,87.0,1.0,8,0,50264,250,1.0,2021-07-20 21:19:09
6,88.0,215,470.0,88.0,1.0,6,0,50371,250,1.0,2021-07-20 21:19:10
3,89.0,216,471.0,89.0,1.0,3,0,50478,250,1.0,2021-07-20 21:19:11
2,90.0,217,472.0,90.0,1.0,2,0,50586,250,1.0,2021-07-20 21:19:12
1,91.0,218,473.0,91.0,1.0,1,0,50693,250,1.0,2021-07-20 21:19:13
0,92.0,219,474.0,92.0,1.0,0,0,50800,250,1.0,2021-07-20 21:19:14
0,93.0,220,475.0,93.0,1.0,0,0,50907,250,1.0,2021-07-20 21:19:15
0,94.0,221,476.0,94.0,1.0,0,0,51014,250,1.0,2021-07-20 21:19:16
1,95.0,222,477.0,95.0,1.0,1,0,51122,250,1.0,2021-07-20 21:19:17
2,96.0,223,478.0,96.0,1.0,2,0,51229,250,1.0,2021-07-20 21:19:18
3,97.0,224,479.0,97.0,1.0,3,0,51336,250,1.0,2021-07-20 21:19:19
6,98.0,225,480.0,98.0,1.0,6,0,51443,250,1.0,2021-07-20 21:19:20
8,99.0,226,481.0,99.0,1.0,8,0,51550,250,1.0,2021-07-20 21:19:21
12,100.0,227,482.0,100.0,1.0,12,0,51657,250,1.0,2021-07-20 21:19:22
15,101.0,228,483.0,101.0,1.0,15,0,51765,250,1.0,2021-07-20 21:19:23
19,102.0,229,484.0,102.0,1.0,19,0,51872,250,1.0,2021-07-20 21:19:24
24,103.0,230,485.0,103.0,1.0,24,0,51979,250,1.0,2021-07-20 21:19:25
29,104.0,231,486.0,104.0,1.0,29,0,52086,250,1.0,2021-07-20 21:19:26
34,105.0,232,487.0,105.0,1.0,34,0,52193,250,1.0,2021-07-20 21:19:27
40,106.0,233,488.0,106.0,1.0,40,0,52300,250,1.0,2021-07-20 21:19:28
46,107.0,234,489.0,107.0,1.0,46,0,52408,250,1.0,2021-07-20 21:19:29
52,108.0,235,490.0,108.0,1.0,52,0,52515,250,1.0,2021-07-20 21:19:30
58,109.0,236,491.0,109.0,1.0,58,0,52622,250,1.0,2021-07-20 21:19:31
65,110.0,237,492.0,110.0,1.0,65,0,52729,250,1.0,2021-07-20 21:19:32
72,111.0,238,493.0,111.0,1.0,72,0,52836,250,1.0,2021-07-20 21:19:33
80,112.0,239,494.0,112.0,1.0,80,0,52943,250,1.0,2021-07-20 21:19:34
87,113.0,240,495.0,113.0,1.0,87,0,53051,250,1.0,2021-07-20 21:19:35
95,114.0,241,496.0,114.0,1.0,95,0,53158,250,1.0,2021-07-20 21:19:36
103,115.0,242,497.0,115.0,1.0,103,0,53265,250,1.0,2021-07-20 21:19:37
111,116.0,243,498.0,116.0,1.0,111,0,53372,250,1.0,2021-07-20 21:19:38
119,117.0,244,499.0,117.0,1.0,119,0,53479,250,1.0,2021-07-20 21:19:39
126,118.0,245,500.0,118.0,1.0,126,0,53586,250,1.0,2021-07-20 21:19:40
134,119.0,246,501.0,119.0,1.0,134,0,53694,250,1.0,2021-07-20 21:19:41
142,120.0,247,502.0,120.0,1.0,142,0,53801,250,1.0,2021-07-20 21:19:42
150,121.0,248,503.0,121.0,1.0,150,0,53908,250,1.0,2021-07-20 21:19:43
158,122.0,249,504.0,122.0,1.0,158,0,54015,250,1.0,2021-07-20 21:19:44
166,123.0,250,505.0,123.0,1.0,166,0,54122,250,1.0,2021-07-20 21:19:45
173,124.0,251,506.0,124.0,1.0,173,0,54230,250,1.0,2021-07-20 21:19:46
181,125.0,252,507.0,125.0,1.0,181,0,54337,250,1.0,2021-07-20 21:19:47
188,126.0,253,508.0,126.0,1.0,188,0,54444,250,1.0,2021-07-20 21:19:48
195,127.0,254,509.0,127.0,1.0,195,0,54551,250,1.0,2021-07-20 21:19:49
201,127.0,0,510.0,127.0,1.0,201,0,54658,150,1.0,2021-07-20 21:19:50
207,126.0,1,511.0,126.0,1.0,207,0,54765,150,1.0,2021-07-20 21:19:51
213,125.0,2,512.0,125.0,1.0,213,0,54873,150,1.0,2021-07-20 21:19:52
219,124.0,3,513.0,124.0,1.0,219,0,54980,150,1.0,2021-07-20 21:19:53
224,123.0,4,514.0,123.0,1.0,224,0,55087,150,1.0,2021-07-20 21:19:54
229,122.0,5,515.0,122.0,1.0,229,0,55194,150,1.0,2021-07-20 21:19:55
234,121.0,6,516.0,121.0,1.0,234,0,55301,150,1.0,2021-07-20 21:19:56
238,120.0,7,517.0,120.0,1.0,238,0,55408,150,1.0,2021-07-20 21:19:57
241,119.0,8,518.0,119.0,1.0,241,0,55516,150,1.0,2021-07-20 21:19:58
245,118.0,9,519.0,118.0,1.0,245,0,55623,150,1.0,2021-07-20 21:19:59
247,117.0,10,520.0,117.0,1.0,247,0,55730,150,1.0,2021-07-20 21:20:00
250,116.0,11,521.0,116.0,1.0,250,0,55837,150,1.0,2021-07-20 21:20:01
251,115.0,12,522.0,115.0,1.0,251,0,55944,150,1.0,2021-07-20 21:20:02
252,114.0,13,523.0,114.0,1.0,252,0,56051,150,1.0,2021-07-20 21:20:03
253,113.0,14,524.0,113.0,1.0,253,0,56159,150,1.0,2021-07-20 21:20:04
254,112.0,15,525.0,112.0,1.0,254,0,56266,150,1.0,2021-07-20 21:20:05
253,111.0,16,526.0,111.0,1.0,253,0,56373,150,1.0,2021-07-20 21:20:06
252,110.0,17,527.0,110.0,1.0,252,0,56480,150,1.0,2021-07-20 21:20:07
251,109.0,18,528.0,109.0,1.0,251,0,56587,150,1.0,2021-07-20 21:20:08
250,108.0,19,529.0,108.0,1.0,250,0,56695,150,1.0,2021-07-20 21:20:09
247,107.0,20,530.0,107.0,1.0,247,0,56802,150,1.0,2021-07-20 21:20:10
245,106.0,21,531.0,106.0,1.0,245,0,56909,150,1.0,2021-07-20 21:20:11
241,105.0,22,532.0,105.0,1.0,241,0,57016,150,1.0,2021-07-20 21:20:12
238,104.0,23,533.0,104.0,1.0,238,0,57123,150,1.0,2021-07-20 21:20:13
234,103.0,24,534.0,103.0,1.0,234,0,57230,150,1.0,2021-07-20 21:20:14
229,102.0,25,535.0,102.0,1.0,229,0,57338,150,1.0,2021-07-20 21:20:15
224,101.0,26,536.0,101.0,1.0,224,0,57445,150,1.0,2021-07-20 21:20:16
219,100.0,27,537.0,100.0,1.0,219,0,57552,150,1.0,2021-07-20 21:20:17
213,99.0,28,538.0,99.0,1.0,213,0,57659,150,1.0,2021-07-20 21:20:18
207,98.0,29,539.0,98.0,1.0,207,0,57766,150,1.0,2021-07-20 21:20:19
201,97.0,30,540.0,97.0,1.0,201,0,57873,150,1.0,2021-07-20 21:20:20
195,96.0,31,541.0,96.0,1.0,195,0,57981,150,1.0,2021-07-20 21:20:21
188,95.0,32,542.0,95.0,1.0,188,0,58088,150,1.0,2021-07-20 21:20:22
181,94.0,33,543.0,94.0,1.0,181,0,58195,150,1.0,2021-07-20 21:20:23
173,93.0,34,544.0,93.0,1.0,173,0,58302,150,1.0,2021-07-20 21:20:24
166,92.0,35,545.0,92.0,1.0,166,0,58409,150,1.0,2021-07-20 21:20:25
158,91.0,36,546.0,91.0,1.0,158,0,58516,150,1.0,2021-07-20 21:20:26
150,90.0,37,547.0,90.0,1.0,150,0,58624,150,1.0,2021-07-20 21:20:27
142,89.0,38,548.0,89.0,1.0,142,0,58731,150,1.0,2021-07-20 21:20:28
134,88.0,39,549.0,88.0,1.0,134,0,58838,150,1.0,2021-07-20 21:20:29
127,87.0,40,550.0,87.0,1.0,127,0,58945,150,1.0,2021-07-20 21:20:30
119,86.0,41,551.0,86.0,1.0,119,0,59052,150,1.0,2021-07-20 21:20:31
111,85.0,42,552.0,85.0,1.0,111,0,59159,150,1.0,2021-07-20 21:20:32
103,84.0,43,553.0,84.0,1.0,103,0,59267,150,1.0,2021-07-20 21:20:33
95,83.0,44,554.0,83.0,1.0,95,0,59374,150,1.0,2021-07-20 21:20:34
87,82.0,45,555.0,82.0,1.0,87,0,59481,150,1.0,2021-07-20 21:20:35
80,81.0,46,556.0,81.0,1.0,80,0,59588,150,1.0,2021-07-20 21:20:36
72,80.0,47,557.0,80.0,1.0,72,0,59695,150,1.0,2021-07-20 21:20:37
65,79.0,48,558.0,79.0,1.0,65,0,59803,150,1.0,2021-07-20 21:20:38
58,78.0,49,559.0,78.0,1.0,58,0,59910,150,1.0,2021-07-20 21:20:39
52,77.0,50,560.0,77.0,1.0,52,0,60017,150,1.0,2021-07-20 21:20:40
46,76.0,51,561.0,76.0,1.0,46,0,60124,150,1.0,2021-07-20 21:20:41
40,75.0,52,562.0,75.0,1.0,40,0,60231,150,1.0,2021-07-20 21:20:42
34,74.0,53,563.0,74.0,1.0,34,0,60338,150,1.0,2021-07-20 21:20:43
29,73.0,54,564.0,73.0,1.0,29,0,60446,150,1.0,2021-07-20 21:20:44
24,72.0,55,565.0,72.0,1.0,24,0,60553,150,1.0,2021-07-20 21:20:45
19,71.0,56,566.0,71.0,1.0,19,0,60660,150,1.0,2021-07-20 21:20:46
15,70.0,57,567.0,70.0,1.0,15,0,60767,150,1.0,2021-07-20 21:20:47
12,69.0,58,568.0,69.0,1.0,12,0,60874,150,1.0,2021-07-20 21:20:48
8,68.0,59,569.0,68.0,1.0,8,0,60981,150,1.0,2021-07-20 21:20:49
6,67.0,60,570.0,67.0,1.0,6,0,61089,150,1.0,2021-07-20 21:20:50
3,66.0,61,571.0,66.0,1.0,3,0,61196,150,1.0,2021-07-20 21:20:51
2,65.0,62,572.0,65.0,1.0,2,0,61303,150,1.0,2021-07-20 21:20:52
1,64.0,63,573.0,64.0,1.0,1,0,61410,150,1.0,2021-07-20 21:20:53
0,63.0,64,574.0,63.0,1.0,0,0,61517,150,1.0,2021-07-20 21:20:54
0,62.0,65,575.0,62.0,1.0,0,0,61624,150,1.0,2021-07-20 21:20:55
0,61.0,66,576.0,61.0,1.0,0,0,61732,150,1.0,2021-07-20 21:20:56
1,60.0,67,577.0,60.0,1.0,1,0,61839,150,1.0,2021-07-20 21:20:57
2,59.0,68,578.0,59.0,1.0,2,0,61946,150,1.0,2021-07-20 21:20:58
3,58.0,69,579.0,58.0,1.0,3,0,62053,150,1.0,2021-07-20 21:20:59
6,57.0,70,580.0,57.0,1.0,6,0,62160,150,1.0,2021-07-20 21:21:00
8,56.0,71,581.0,56.0,1.0,8,0,62268,150,1.0,2021-07-20 21:21:01
12,55.0,72,582.0,55.0,1.0,12,0,62375,150,1.0,2021-07-20 21:21:02
15,54.0,73,583.0,54.0,1.0,15,0,62482,150,1.0,2021-07-20 21:21:03
19,53.0,74,584.0,53.0,1.0,19,0,62589,150,1.0,2021-07-20 21:21:04
24,52.0,75,585.0,52.0,1.0,24,0,62696,150,1.0,2021-07-20 21:21:05
29,51.0,76,586.0,51.0,1.0,29,0,62803,150,1.0,2021-07-20 21:21:06
34,50.0,77,587.0,50.0,1.0,34,0,62911,150,1.0,2021-07-20 21:21:07
40,49.0,78,588.0,49.0,1.0,40,0,63018,150,1.0,2021-07-20 21:21:08
46,48.0,79,589.0,48.0,1.0,46,0,63125,150,1.0,2021-07-20 21:21:09
52,47.0,80,590.0,47.0,1.0,52,0,63232,150,1.0,2021-07-20 21:21:10
58,46.0,81,591.0,46.0,1.0,58,0,63339,150,1.0,2021-07-20 21:21:11
65,45.0,82,592.0,45.0,1.0,65,0,63446,150,1.0,2021-07-20 21:21:12
72,44.0,83,593.0,44.0,1.0,72,0,63554,150,1.0,2021-07-20 21:21:13
80,43.0,84,594.0,43.0,1.0,80,0,63661,150,1.0,2021-07-20 21:21:14
87,42.0,85,595.0,42.0,1.0,87,0,63768,150,1.0,2021-07-20 21:21:15
95,41.0,86,596.0,41.0,1.0,95,0,63875,150,1.0,2021-07-20 21:21:16
103,40.0,87,597.0,40.0,1.0,103,0,63982,150,1.0,2021-07-20 21:21:17
111,39.0,88,598.0,39.0,1.0,111,0,64089,150,1.0,2021-07-20 21:21:18
119,38.0,89,599.0,38.0,1.0,119,0,64197,150,1.0,2021-07-20 21:21:19
126,37.0,90,600.0,37.0,1.0,126,0,64304,150,1.0,2021-07-20 21:21:20
134,36.0,91,601.0,36.0,1.0,134,0,64411,150,1.0,2021-07-20 21:21:21
142,35.0,92,602.0,35.0,1.0,142,0,64518,150,1.0,2021-07-20 21:21:22
150,34.0,93,603.0,34.0,1.0,150,0,64625,150,1.0,2021-07-20 21:21:23
